         788351 function calls (782314 primitive calls) in 19.808 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:89(DecompressionBombError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:202(c_longdouble)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:261(c_wchar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/multiarray.py:152(concatenate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:194(c_float)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:198(c_double)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:235(c_char)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/_distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/multiarray.py:1079(copyto)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:190(c_uint)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:251(c_bool)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/_endian.py:35(_swapped_union_meta)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:223(c_ubyte)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:798(BrokenBarrierError)
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/pixil_utils/debug.py:18(set_debug_level)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/random.py:814(seed)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/contextlib.py:65(_recreate_cm)
        1    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}


